,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
95073,29,3455,5,5,5,5,4,4,4,4,3,3,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95074,44,1167,1,1,1,2,1,1,1,1,4,3,5,2,4,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95085,66,2466,0,4,0,5,2,5,5,5,5,0,5,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95087,33,1666,2,2,2,2,4,4,4,4,5,2,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95090,18,846,1,4,1,3,5,1,5,5,3,2,5,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95095,43,799,2,2,5,2,3,5,1,5,5,5,5,3,5,2,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95096,22,989,2,3,2,4,2,2,2,2,4,5,4,2,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95100,17,3545,2,2,2,2,5,5,5,5,3,2,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95104,36,1518,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95105,56,315,4,5,4,3,5,4,4,3,3,4,3,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95106,29,266,4,4,4,2,2,4,2,2,4,2,1,5,1,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95110,44,1481,1,1,5,1,5,5,5,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95111,27,403,3,5,3,4,4,3,4,4,3,4,4,5,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95115,44,2075,3,3,3,3,2,3,5,2,4,5,3,4,5,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95118,51,3420,2,5,5,5,5,4,4,2,2,2,2,3,2,2,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95123,10,436,3,5,3,4,2,3,2,2,3,2,5,5,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95124,40,304,1,5,1,3,4,1,4,4,3,3,4,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95131,48,368,4,4,4,4,3,5,4,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95134,50,577,4,4,4,4,3,4,4,3,3,3,3,4,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95137,47,2079,3,1,3,3,4,2,3,3,3,3,3,2,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95138,57,295,2,2,2,2,3,5,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95144,14,406,3,5,3,1,5,3,5,5,4,5,4,4,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95148,20,2384,3,2,2,2,3,4,5,3,3,3,5,2,1,3,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95149,21,907,1,0,0,2,2,0,2,2,4,4,4,5,5,2,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95150,20,577,2,4,2,4,2,2,2,2,4,4,4,5,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95151,39,862,3,3,3,3,4,3,4,4,3,5,5,4,4,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95152,31,2402,3,5,3,4,3,3,1,3,4,5,3,3,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95157,40,2263,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95158,48,861,3,5,3,4,2,5,4,2,2,3,2,5,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95160,60,2564,0,0,0,3,2,4,4,4,4,5,5,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95164,52,600,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95167,65,483,1,3,1,4,3,1,3,3,2,4,2,4,3,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95170,22,2072,1,4,1,3,3,1,3,3,3,5,5,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95172,66,1587,2,4,2,5,2,3,4,5,5,2,5,5,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95176,39,312,2,5,2,1,1,2,1,1,5,5,4,5,5,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95177,36,438,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95178,49,867,5,5,5,5,3,5,3,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95180,37,337,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95185,70,666,3,2,2,2,4,3,3,3,3,3,3,3,3,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95188,20,591,2,1,2,3,4,2,4,4,2,5,3,4,4,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95193,50,356,2,4,2,4,5,4,5,4,4,2,4,3,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95196,39,293,2,2,2,2,3,4,5,5,5,4,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95198,55,2360,3,3,5,3,5,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95199,44,1448,3,4,3,3,2,3,2,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95200,35,647,3,4,3,3,1,3,1,1,3,3,2,2,3,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95206,60,731,5,5,5,5,2,4,4,3,3,4,3,4,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95212,50,101,4,1,4,2,5,4,5,5,3,5,1,3,2,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95215,50,920,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95217,61,577,3,4,3,3,4,3,4,4,4,5,4,3,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95221,27,191,2,2,2,3,3,2,3,3,3,2,4,4,4,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95227,43,562,4,4,4,4,4,5,4,4,4,4,4,2,4,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95228,36,548,4,4,4,3,4,4,4,4,5,1,5,3,3,4,0,0.0,1,0,0,1,1,0,0,0,1,1,0
95229,60,1589,4,4,4,4,5,4,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95235,22,2876,4,4,4,4,5,4,5,5,4,3,5,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95237,46,1487,2,2,2,2,2,2,2,2,4,1,3,2,3,2,0,0.0,0,1,1,0,1,0,0,0,1,1,0
95239,36,1570,3,3,3,3,5,3,2,5,5,5,5,2,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95242,58,1506,3,3,3,3,4,5,4,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95245,42,793,1,1,1,3,3,1,3,3,5,3,5,5,4,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95246,51,1565,2,2,2,2,2,5,4,2,2,2,2,3,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95248,43,667,4,3,3,3,5,4,1,4,4,4,4,2,4,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95251,25,1337,3,3,3,3,1,3,1,1,2,5,4,3,4,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95253,41,1592,4,4,4,3,5,4,4,5,4,5,5,4,4,5,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95255,25,429,1,4,1,2,1,1,1,1,3,2,3,3,2,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95257,54,474,2,5,5,5,5,2,1,2,2,2,2,4,2,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95258,15,422,2,5,5,4,5,5,3,5,2,1,4,2,2,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95259,40,674,1,4,0,1,2,0,2,2,3,2,5,5,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95260,54,3304,4,4,4,4,3,5,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95263,27,2802,2,5,2,2,4,4,4,4,4,4,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95267,26,1124,2,2,2,3,1,2,1,1,2,2,2,4,2,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95269,26,573,3,5,5,5,3,3,1,3,3,3,2,3,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95270,52,1875,3,3,3,3,5,4,5,3,3,3,3,3,3,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95275,32,337,3,5,3,5,5,3,5,5,5,2,5,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95276,75,2041,4,3,3,3,5,3,3,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95282,28,1121,2,2,2,4,1,2,1,1,4,5,5,3,5,1,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95287,10,584,2,5,2,4,3,2,3,3,4,5,4,3,4,3,0,0.0,1,0,1,0,0,1,1,0,0,1,0
95291,62,220,2,5,5,5,4,4,3,3,3,3,2,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95292,75,3122,3,1,5,1,2,3,4,3,3,3,3,4,3,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95294,27,1430,1,4,1,4,5,1,5,5,5,4,3,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95296,35,1162,4,4,4,3,3,4,3,3,3,4,4,3,4,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95297,63,585,4,4,4,4,2,4,5,5,5,4,5,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95298,59,1488,3,1,4,4,1,4,3,5,5,4,5,2,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95300,60,1665,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95302,41,1506,1,5,1,3,5,1,1,5,5,5,5,5,4,5,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95307,25,1389,5,5,5,5,4,4,4,4,4,2,5,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95310,43,2404,5,5,5,5,4,5,4,4,2,2,5,3,4,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95311,59,247,0,3,0,3,3,0,3,3,3,5,2,4,2,3,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95318,60,164,3,4,3,4,5,5,5,4,4,3,4,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95319,57,1107,4,2,2,2,4,2,3,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
95320,36,342,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95325,36,337,0,1,1,3,2,4,4,3,3,3,3,4,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95326,40,395,3,5,3,5,1,3,1,1,5,5,5,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95327,54,130,4,2,4,3,3,3,4,4,4,4,4,4,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95328,36,164,4,5,4,4,1,4,4,1,4,2,4,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95329,25,1068,5,0,5,1,3,5,3,3,4,5,4,4,4,3,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95331,52,802,1,1,1,1,3,5,5,5,5,4,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95332,34,909,3,5,3,3,2,3,2,2,4,5,4,5,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95335,49,402,2,2,2,2,2,2,2,2,2,1,4,2,4,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95336,42,2026,0,0,0,4,3,1,5,4,4,4,4,3,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95340,31,544,5,5,5,5,5,5,5,5,4,2,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95343,21,383,0,5,0,5,3,0,3,3,3,2,5,4,4,3,0,0.0,0,1,0,1,1,0,0,1,0,0,1
95347,23,507,1,0,1,3,3,1,3,3,2,5,4,4,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95348,37,3385,4,4,4,4,2,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95353,31,364,2,4,2,3,4,2,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95354,49,305,4,5,3,5,4,4,4,4,3,4,1,3,1,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95356,63,515,4,4,3,3,1,3,1,1,5,4,5,4,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95357,31,590,2,5,2,2,5,2,5,5,4,5,4,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95359,55,1426,3,3,3,3,2,5,4,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95367,60,3171,5,5,2,5,5,5,5,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95369,40,3187,3,3,3,3,3,4,5,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95370,55,107,3,3,3,3,3,3,1,3,4,4,4,2,4,3,0,0.0,1,0,0,1,1,0,0,0,1,1,0
95373,13,577,5,4,5,2,2,5,2,2,5,3,5,5,5,2,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95375,59,2746,1,1,1,1,4,4,4,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95378,56,422,2,2,2,3,2,4,4,5,5,2,5,4,5,3,0,0.0,0,1,1,0,0,1,1,0,0,1,0
95384,35,1021,4,4,4,3,3,4,3,3,2,2,1,3,4,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95391,49,1428,4,4,4,4,5,3,1,5,5,5,5,3,5,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95392,49,1389,1,5,1,1,2,4,4,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95395,35,109,3,3,3,3,1,3,4,1,3,3,2,3,3,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95397,57,2609,4,4,4,4,3,5,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95399,16,331,1,5,5,5,1,1,1,1,2,1,4,2,4,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95402,50,692,5,5,5,5,5,4,2,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,0,0,1,0,1
95404,55,1192,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95406,44,365,3,1,1,1,3,3,3,3,4,5,4,3,4,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
95407,25,1404,0,0,0,3,1,0,1,1,5,2,5,4,4,1,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95411,70,1521,2,4,2,2,2,5,5,5,5,2,5,5,5,3,0,0.0,0,1,1,0,0,1,1,0,0,1,0
95413,58,534,3,4,3,3,2,3,2,2,5,2,5,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95414,28,726,1,1,1,4,5,1,5,5,3,3,3,2,4,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
95417,19,227,1,5,1,3,5,1,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95418,52,3397,1,1,5,1,3,5,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95419,28,423,3,3,3,1,4,3,4,4,5,5,5,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95423,14,3351,3,2,2,2,3,3,3,3,3,3,3,4,3,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95424,59,237,2,3,3,3,5,3,3,2,2,2,2,2,2,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
95425,23,1428,2,2,2,2,4,4,4,4,4,5,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95427,49,1605,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95430,42,101,4,5,5,5,5,1,5,4,4,4,4,3,4,2,0,0.0,1,0,1,0,1,0,0,0,1,0,1
95432,45,236,0,1,1,4,2,4,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95434,28,534,3,5,5,5,3,3,3,3,2,5,3,3,4,3,0,0.0,1,0,1,0,1,0,0,1,0,1,0
95437,15,370,3,2,3,3,4,3,4,4,4,3,1,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95438,50,1215,4,0,4,3,3,4,1,5,5,4,1,4,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95442,34,1242,5,5,5,5,4,4,4,3,3,3,3,4,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95445,54,1076,2,2,2,2,4,4,4,2,2,2,2,2,2,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95446,14,532,3,4,3,1,1,3,1,1,5,3,5,3,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95448,75,125,3,1,1,1,1,2,2,3,3,3,3,2,3,3,0,0.0,1,0,1,0,1,0,0,1,0,1,0
95449,56,150,4,4,4,4,5,4,5,5,2,2,1,5,5,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95451,10,671,3,5,3,4,4,3,2,4,2,1,4,2,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95454,60,2790,5,5,5,5,5,5,5,2,2,2,2,4,2,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95459,53,224,1,4,1,4,3,4,4,3,3,1,3,5,3,4,0,0.0,0,1,1,0,0,1,1,0,0,1,0
95465,20,248,4,0,4,5,2,4,2,2,4,4,5,3,5,2,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95466,51,599,2,3,2,3,1,2,1,1,2,2,4,4,4,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95468,14,1089,3,3,3,1,5,3,1,5,3,2,5,4,5,5,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95474,34,2808,3,3,4,3,1,5,1,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95476,63,515,2,5,2,2,1,2,1,1,4,4,5,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95477,24,1608,3,4,3,1,2,3,2,2,3,3,5,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95479,27,610,1,1,1,1,5,4,5,5,3,3,3,2,2,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95480,64,1249,4,1,4,2,4,2,3,4,4,4,4,2,4,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95484,20,173,5,5,5,5,3,5,2,3,5,2,4,3,4,3,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95485,18,728,3,5,3,3,4,3,4,4,5,5,5,5,3,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95492,54,357,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95499,54,728,3,3,3,3,3,4,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95501,52,1825,4,5,4,3,3,5,4,2,2,4,2,3,2,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95502,28,3179,3,3,3,3,5,5,5,5,3,4,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95503,58,363,4,1,1,1,2,3,3,4,4,4,4,2,4,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95513,37,632,5,5,5,5,2,5,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95514,35,1389,3,1,2,4,5,2,5,5,2,2,4,2,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95515,61,328,2,0,2,3,2,2,2,2,5,5,4,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95517,55,3546,0,0,0,3,3,5,5,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95522,20,542,4,4,2,4,5,5,5,5,3,3,3,3,1,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95523,28,531,3,5,3,4,3,3,3,3,2,2,3,3,2,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95524,26,1346,3,5,3,2,2,3,4,2,4,2,5,3,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95528,45,1024,4,3,4,4,3,2,2,3,3,4,1,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,0,1
95532,47,1180,3,5,3,5,4,3,4,4,3,3,4,3,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95534,41,1587,3,4,3,3,4,3,4,4,3,4,3,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95535,24,226,2,4,0,2,1,0,1,1,4,4,4,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95536,38,1888,2,2,3,2,2,4,3,2,2,3,2,2,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
95538,32,528,3,4,3,4,1,3,1,1,3,3,4,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95541,45,1833,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95542,77,290,2,5,5,5,3,4,4,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,0,0,1,1,0
95544,23,1226,1,1,1,3,4,1,4,4,2,5,4,3,4,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95546,17,453,3,5,3,2,3,3,3,3,3,5,4,4,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95549,43,425,5,2,2,2,5,5,5,5,2,3,3,3,5,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
95550,32,1481,4,5,4,3,5,4,5,5,4,4,3,3,5,5,0,0.0,0,1,1,0,0,1,0,1,0,0,1
95551,70,785,1,1,1,2,1,1,1,1,4,1,2,2,3,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95554,56,2701,5,5,5,5,4,4,5,3,3,4,3,5,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95555,49,1984,3,3,3,1,5,3,5,5,5,3,4,3,5,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
95559,35,806,2,4,3,4,2,3,2,2,2,2,3,5,1,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95561,22,590,2,1,2,3,3,2,3,3,4,5,3,2,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95563,52,431,3,5,3,5,4,4,5,4,4,3,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95564,16,150,2,5,2,3,5,2,5,5,3,5,4,5,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95565,72,2721,2,2,2,2,5,5,4,2,2,2,2,5,2,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95569,54,1005,4,4,4,5,5,4,5,5,3,5,4,4,4,5,0,0.0,0,1,0,1,1,0,1,0,0,0,1
95570,55,184,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95571,53,422,3,5,3,2,3,4,2,5,5,3,5,2,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95573,41,1810,1,1,1,1,2,4,5,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95575,71,355,4,1,1,1,1,5,1,4,4,4,4,2,4,4,0,0.0,1,0,1,0,1,0,0,0,1,0,1
95577,46,483,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95578,17,630,3,4,3,4,5,3,5,5,3,2,4,3,5,5,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95580,63,272,3,4,3,2,3,3,1,3,4,4,4,5,4,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
95582,7,158,4,4,4,1,1,4,1,1,5,2,5,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
95587,39,1898,0,0,0,1,4,5,4,2,2,5,5,3,2,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95588,45,846,3,3,3,3,5,5,4,3,3,4,3,4,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95591,59,529,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95593,22,868,3,3,3,5,2,3,2,2,4,3,5,3,5,2,0,0.0,0,1,0,1,1,0,0,1,0,1,0
95595,35,1185,4,4,4,4,2,3,4,2,2,4,2,4,2,3,0,0.0,0,1,1,0,0,1,1,0,0,0,1
95597,25,241,5,0,5,1,4,5,4,4,5,1,3,3,5,4,0,0.0,0,1,0,1,1,0,0,1,0,0,1
95601,52,3395,3,3,3,3,4,1,3,3,3,4,3,5,3,1,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95604,60,1943,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95605,37,1909,4,4,2,4,5,5,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95610,47,406,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95611,37,127,3,2,3,3,1,3,1,1,2,5,3,3,3,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95614,54,3620,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
95616,25,484,5,0,5,4,5,5,5,5,5,2,4,5,4,5,0,0.0,1,0,0,1,1,0,1,0,0,0,1
95617,25,337,2,4,2,4,2,2,2,2,5,4,4,4,5,2,0,0.0,1,0,0,1,1,0,1,0,0,1,0
95619,65,495,1,5,1,4,1,1,1,1,5,5,4,4,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
95621,50,414,5,5,4,5,3,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95622,59,1892,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95625,25,3644,4,4,5,4,5,5,5,5,2,3,1,2,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
95627,45,429,5,5,5,5,3,5,3,3,5,5,4,5,4,3,0,0.0,0,1,0,1,1,0,1,0,0,0,1
